EmployeeID,EmployeeCode,Gender,Age,Department,JobRole,MonthlySalary,HireDate,YearsAtCompany,PerformanceRating,JobSatisfaction,Attrition,Education,Overtime,City
761,EMP0761,Female,30,Operations,Coordinator,7907,2024-06-04,2,2,4,No,Bachelor,Yes,Gdansk
762,EMP0762,Female,54,Sales,Sales Rep,10329,2023-08-08,2,3,4,No,Bachelor,No,Lviv
763,EMP0763,Male,53,Operations,Coordinator,5306,2019-11-24,6,4,5,No,Bachelor,Yes,Kyiv
764,EMP0764,Female,49,Operations,Coordinator,13770,2020-03-20,6,5,1,No,Bachelor,No,Kyiv
765,EMP0765,Female,22,Finance,Accountant,13095,2018-06-29,8,2,4,No,High School,Yes,Kyiv
766,EMP0766,Male,27,Sales,Sales Manager,6958,2025-08-23,0,5,1,No,High School,No,Gdansk
767,EMP0767,Female,44,Finance,Financial Analyst,14671,2006-12-27,19,3,3,No,Master,No,Gdansk
768,EMP0768,Male,21,Marketing,Marketing Specialist,10986,2015-02-13,11,4,2,Yes,High School,Yes,Ternopil
769,EMP0769,Female,53,Operations,Coordinator,10268,2014-12-13,11,2,1,No,Bachelor,No,Kyiv
770,EMP0770,Female,46,Operations,Coordinator,15611,2012-04-04,14,5,1,No,Master,No,Kyiv
771,EMP0771,Male,30,Operations,Coordinator,17751,2016-09-24,9,5,5,No,Bachelor,Yes,Gdansk
772,EMP0772,Male,49,Sales,Sales Manager,5395,2008-12-06,17,4,5,No,Bachelor,Yes,Lviv
773,EMP0773,Male,31,Operations,Coordinator,8849,2022-12-20,3,4,3,No,High School,No,Gdansk
774,EMP0774,Female,26,Operations,Coordinator,16534,2021-10-30,4,3,2,No,High School,Yes,Ternopil
775,EMP0775,Female,35,Finance,Financial Analyst,7162,2005-09-09,20,3,1,No,Bachelor,Yes,Kyiv
776,EMP0776,Female,29,HR,HR Specialist,17480,2022-10-10,3,3,4,No,High School,Yes,Ternopil
777,EMP0777,Female,44,Sales,Sales Rep,16566,2013-12-28,12,2,5,No,High School,Yes,Kyiv
778,EMP0778,Female,30,Finance,Accountant,16871,2008-12-10,17,3,2,No,High School,No,Lviv
779,EMP0779,Male,59,Marketing,Marketing Specialist,8745,2021-08-24,4,3,5,Yes,Master,No,Lviv
780,EMP0780,Female,30,Finance,Financial Analyst,17064,2014-07-02,12,2,2,Yes,Bachelor,No,Gdansk
781,EMP0781,Female,42,HR,HR Specialist,10421,2025-10-22,0,4,3,No,Master,Yes,Ternopil
782,EMP0782,Male,29,HR,HR Specialist,8798,2009-01-13,17,5,1,No,Master,Yes,Lviv
783,EMP0783,Male,34,Finance,Financial Analyst,16678,2017-05-18,9,2,1,No,High School,Yes,Lviv
784,EMP0784,Male,43,Finance,Financial Analyst,11263,2021-07-02,5,2,1,Yes,High School,No,Gdansk
785,EMP0785,Male,28,IT,Support,7446,2014-03-29,12,4,4,No,High School,Yes,Gdansk
786,EMP0786,Female,38,Operations,Coordinator,13860,2011-09-04,14,4,3,Yes,Bachelor,Yes,Kyiv
787,EMP0787,Male,22,Sales,Sales Manager,13114,2005-08-26,20,5,5,No,Master,Yes,Lviv
788,EMP0788,Female,40,Finance,Financial Analyst,12862,2005-08-09,20,2,1,No,Bachelor,Yes,Gdansk
789,EMP0789,Female,25,Operations,Coordinator,12001,2013-10-21,12,5,5,Yes,Bachelor,Yes,Lviv
790,EMP0790,Female,41,Marketing,Marketing Specialist,5515,2025-10-18,0,1,2,No,Bachelor,Yes,Kyiv
791,EMP0791,Male,53,Marketing,Marketing Specialist,8391,2025-06-16,1,3,5,No,Master,Yes,Lviv
792,EMP0792,Female,29,HR,HR Specialist,12954,2010-03-05,16,4,3,No,Master,Yes,Kyiv
793,EMP0793,Male,30,Operations,Coordinator,8410,2019-07-13,7,2,2,No,High School,Yes,Ternopil
794,EMP0794,Male,56,HR,HR Specialist,7677,2006-12-30,19,3,4,No,Master,No,Kyiv
795,EMP0795,Male,25,HR,HR Specialist,13814,2021-10-29,4,3,2,No,High School,Yes,Gdansk
796,EMP0796,Male,59,IT,BI Developer,7555,2013-01-19,13,1,3,Yes,High School,Yes,Gdansk
797,EMP0797,Female,42,Sales,Sales Manager,16247,2006-06-19,20,3,2,No,Master,Yes,Kyiv
798,EMP0798,Male,32,Finance,Accountant,12125,2014-06-09,12,3,5,No,Bachelor,No,Ternopil
799,EMP0799,Male,31,Marketing,Marketing Specialist,8710,2007-06-14,19,4,2,No,High School,No,Gdansk
800,EMP0800,Male,29,Marketing,Marketing Specialist,5837,2018-07-27,8,4,5,No,Bachelor,No,Lviv
801,EMP0801,Female,43,Operations,Coordinator,16582,2012-04-30,14,4,5,No,Master,No,Lviv
802,EMP0802,Female,26,HR,HR Specialist,13898,2017-01-04,9,1,1,No,Bachelor,Yes,Kyiv
803,EMP0803,Male,48,Sales,Sales Manager,14592,2008-11-23,17,5,2,No,Master,Yes,Gdansk
804,EMP0804,Female,36,Sales,Sales Rep,15607,2025-12-24,0,5,5,Yes,High School,No,Lviv
805,EMP0805,Female,29,Operations,Coordinator,11916,2021-06-22,5,3,1,No,Master,No,Lviv
806,EMP0806,Male,55,HR,HR Specialist,17439,2015-08-19,10,1,3,No,Master,No,Ternopil
807,EMP0807,Female,34,IT,Data Analyst,8494,2005-10-16,20,5,1,No,High School,No,Kyiv
808,EMP0808,Female,40,HR,HR Specialist,9298,2006-12-11,19,1,1,No,High School,Yes,Gdansk
809,EMP0809,Female,33,HR,HR Specialist,4888,2022-12-22,3,5,5,No,Master,Yes,Gdansk
810,EMP0810,Female,46,Sales,Sales Rep,9632,2018-04-07,8,3,3,No,Bachelor,No,Kyiv
811,EMP0811,Female,48,Finance,Financial Analyst,3595,2021-05-20,5,3,2,Yes,Bachelor,No,Kyiv
812,EMP0812,Male,31,IT,BI Developer,14415,2013-02-13,13,2,4,No,Bachelor,No,Gdansk
813,EMP0813,Female,53,Marketing,Marketing Specialist,15394,2022-02-14,4,4,2,Yes,Bachelor,Yes,Lviv
814,EMP0814,Male,24,IT,BI Developer,14613,2010-07-27,16,3,4,No,High School,Yes,Gdansk
815,EMP0815,Male,48,Finance,Financial Analyst,7559,2016-11-25,9,5,2,No,Bachelor,Yes,Ternopil
816,EMP0816,Female,33,Sales,Sales Manager,11264,2018-08-24,7,1,5,No,Bachelor,Yes,Lviv
817,EMP0817,Male,38,IT,Data Analyst,6648,2022-01-06,4,2,4,Yes,High School,Yes,Kyiv
818,EMP0818,Female,35,Sales,Sales Manager,7133,2012-11-06,13,3,4,No,Bachelor,No,Kyiv
819,EMP0819,Female,43,HR,HR Specialist,15158,2018-01-26,8,4,2,No,Bachelor,Yes,Kyiv
820,EMP0820,Female,51,Sales,Sales Rep,8090,2016-04-14,10,5,1,No,Bachelor,No,Gdansk
821,EMP0821,Male,21,HR,HR Specialist,14689,2017-06-04,9,5,2,No,Master,No,Ternopil
822,EMP0822,Female,26,IT,Support,5242,2018-04-15,8,2,5,Yes,Bachelor,Yes,Lviv
823,EMP0823,Female,40,Operations,Coordinator,15384,2023-06-22,3,4,2,No,High School,Yes,Kyiv
824,EMP0824,Female,56,IT,Data Analyst,9190,2012-10-24,13,3,4,Yes,Master,Yes,Gdansk
825,EMP0825,Female,29,Finance,Accountant,8245,2020-09-27,5,1,5,Yes,High School,Yes,Gdansk
826,EMP0826,Female,56,Finance,Accountant,16269,2020-12-18,5,4,4,No,Master,Yes,Lviv
827,EMP0827,Male,53,Sales,Sales Rep,10961,2008-04-13,18,5,5,No,Master,Yes,Ternopil
828,EMP0828,Male,35,Operations,Coordinator,4247,2009-06-03,17,5,2,No,Bachelor,Yes,Ternopil
829,EMP0829,Male,34,IT,BI Developer,12258,2024-09-04,1,1,1,No,High School,No,Ternopil
830,EMP0830,Female,41,Sales,Sales Manager,4438,2022-01-02,4,1,3,No,High School,No,Lviv
831,EMP0831,Male,45,HR,HR Specialist,14212,2008-08-31,17,3,5,No,Bachelor,No,Lviv
832,EMP0832,Female,30,HR,HR Specialist,10808,2019-10-07,6,2,4,No,Bachelor,No,Kyiv
833,EMP0833,Male,33,Finance,Accountant,12833,2012-04-29,14,4,2,No,Bachelor,No,Lviv
834,EMP0834,Male,30,IT,BI Developer,4680,2007-04-29,19,4,2,No,High School,No,Kyiv
835,EMP0835,Male,45,Operations,Coordinator,9791,2025-09-24,0,1,1,Yes,High School,Yes,Lviv
836,EMP0836,Male,21,IT,Data Analyst,16470,2018-05-19,8,1,5,No,High School,Yes,Lviv
837,EMP0837,Male,40,IT,BI Developer,8935,2007-12-19,18,4,2,No,Bachelor,No,Kyiv
838,EMP0838,Female,27,Sales,Sales Rep,11881,2022-10-25,3,4,2,Yes,Bachelor,Yes,Lviv
839,EMP0839,Female,35,Finance,Financial Analyst,17901,2022-01-31,4,4,1,No,Bachelor,Yes,Lviv
840,EMP0840,Female,28,Sales,Sales Manager,9406,2015-06-23,11,1,1,No,Bachelor,Yes,Gdansk
841,EMP0841,Female,30,Marketing,Marketing Specialist,14432,2007-05-03,19,3,5,No,Master,Yes,Ternopil
842,EMP0842,Male,21,Finance,Financial Analyst,17618,2017-08-01,8,2,2,No,Bachelor,No,Gdansk
843,EMP0843,Female,38,Operations,Coordinator,5870,2024-06-02,2,1,3,No,Bachelor,No,Ternopil
844,EMP0844,Female,59,HR,HR Specialist,16500,2012-11-28,13,3,2,No,Master,No,Gdansk
845,EMP0845,Male,45,Marketing,Marketing Specialist,4869,2008-11-01,17,5,4,No,High School,Yes,Kyiv
846,EMP0846,Male,44,IT,BI Developer,12648,2026-04-16,0,4,2,Yes,Bachelor,No,Ternopil
847,EMP0847,Female,36,IT,BI Developer,6952,2012-05-20,14,2,1,No,Bachelor,Yes,Gdansk
848,EMP0848,Male,27,Operations,Coordinator,14358,2013-01-23,13,5,1,No,High School,Yes,Kyiv
849,EMP0849,Male,25,IT,BI Developer,3704,2022-06-20,4,5,4,No,Bachelor,No,Lviv
850,EMP0850,Female,49,Operations,Coordinator,16302,2011-01-04,15,1,3,Yes,Bachelor,Yes,Kyiv
851,EMP0851,Male,46,Marketing,Marketing Specialist,17142,2010-05-12,16,4,4,No,High School,No,Ternopil
852,EMP0852,Female,26,Operations,Coordinator,12044,2013-05-13,13,4,2,No,Master,Yes,Lviv
853,EMP0853,Male,50,Finance,Accountant,11321,2008-09-27,17,3,4,No,Bachelor,Yes,Ternopil
854,EMP0854,Male,27,Operations,Coordinator,4774,2020-03-14,6,3,5,No,Bachelor,Yes,Ternopil
855,EMP0855,Male,59,IT,Support,3679,2023-06-27,3,3,2,No,Bachelor,Yes,Lviv
856,EMP0856,Male,57,HR,HR Specialist,16447,2007-10-18,18,4,1,Yes,Master,Yes,Ternopil
857,EMP0857,Male,41,Sales,Sales Manager,15818,2017-01-09,9,4,3,No,High School,Yes,Ternopil
858,EMP0858,Male,58,Finance,Accountant,16542,2010-05-18,16,4,4,No,Bachelor,No,Lviv
859,EMP0859,Male,35,IT,Support,17990,2012-06-22,14,2,2,No,High School,No,Gdansk
860,EMP0860,Female,23,IT,BI Developer,15177,2017-01-28,9,4,2,No,High School,Yes,Lviv
861,EMP0861,Male,40,Marketing,Marketing Specialist,12464,2023-07-23,3,1,4,Yes,Master,No,Lviv
862,EMP0862,Female,43,HR,HR Specialist,4961,2024-03-08,2,1,2,No,Master,No,Ternopil
863,EMP0863,Female,23,Finance,Accountant,9455,2022-10-12,3,3,4,No,High School,Yes,Gdansk
864,EMP0864,Female,53,HR,HR Specialist,10874,2015-06-20,11,3,1,No,High School,Yes,Lviv
865,EMP0865,Female,45,Operations,Coordinator,6092,2022-06-07,4,5,4,Yes,Bachelor,No,Gdansk
866,EMP0866,Female,55,Operations,Coordinator,16906,2014-12-06,11,4,1,Yes,Bachelor,Yes,Gdansk
867,EMP0867,Male,41,Finance,Accountant,9110,2014-02-14,12,5,4,No,High School,No,Kyiv
868,EMP0868,Male,51,HR,HR Specialist,5884,2024-10-23,1,2,3,No,Bachelor,No,Kyiv
869,EMP0869,Male,34,HR,HR Specialist,17721,2011-04-15,15,1,4,No,Master,Yes,Kyiv
870,EMP0870,Male,40,IT,Data Analyst,17815,2018-01-05,8,4,4,No,Bachelor,No,Lviv
871,EMP0871,Female,31,Sales,Sales Rep,6753,2013-02-07,13,3,4,No,Master,Yes,Gdansk
872,EMP0872,Male,25,HR,HR Specialist,15341,2025-10-15,0,5,5,No,Master,No,Kyiv
873,EMP0873,Female,28,IT,BI Developer,16476,2021-11-17,4,4,3,No,High School,Yes,Gdansk
874,EMP0874,Male,23,IT,Support,7081,2011-09-09,14,2,4,No,Bachelor,No,Lviv
875,EMP0875,Male,44,HR,HR Specialist,16832,2019-08-18,6,3,1,No,Master,Yes,Gdansk
876,EMP0876,Female,43,Operations,Coordinator,17068,2013-01-03,13,5,4,No,Master,Yes,Lviv
877,EMP0877,Male,55,Finance,Financial Analyst,10641,2015-05-03,11,4,3,No,High School,No,Kyiv
878,EMP0878,Male,60,Sales,Sales Rep,10238,2023-09-01,2,1,4,No,High School,Yes,Gdansk
879,EMP0879,Male,35,Marketing,Marketing Specialist,16228,2016-12-28,9,4,5,No,Bachelor,Yes,Gdansk
880,EMP0880,Female,21,Sales,Sales Manager,9638,2012-01-03,14,2,5,No,Master,No,Ternopil
881,EMP0881,Male,21,Finance,Accountant,3930,2025-12-29,0,2,3,No,High School,No,Ternopil
882,EMP0882,Female,33,IT,Support,13596,2013-03-31,13,4,1,No,Master,Yes,Gdansk
883,EMP0883,Male,48,Operations,Coordinator,7284,2014-02-20,12,1,2,No,Bachelor,No,Ternopil
884,EMP0884,Male,26,Marketing,Marketing Specialist,3920,2016-04-18,10,4,1,No,Bachelor,Yes,Kyiv
885,EMP0885,Female,43,Marketing,Marketing Specialist,6556,2026-05-24,0,2,2,No,Bachelor,Yes,Gdansk
886,EMP0886,Male,22,HR,HR Specialist,13959,2018-06-19,8,5,1,Yes,Master,Yes,Kyiv
887,EMP0887,Male,25,IT,BI Developer,11597,2018-04-30,8,3,2,No,Bachelor,No,Kyiv
888,EMP0888,Male,34,Finance,Accountant,14761,2010-09-16,15,4,4,No,High School,No,Lviv
889,EMP0889,Male,28,IT,BI Developer,9116,2026-04-29,0,3,4,No,High School,Yes,Lviv
890,EMP0890,Male,55,Marketing,Marketing Specialist,3877,2023-04-23,3,5,5,No,Bachelor,No,Kyiv
891,EMP0891,Male,26,IT,Data Analyst,15423,2016-05-22,10,2,3,No,Master,Yes,Kyiv
892,EMP0892,Female,53,HR,HR Specialist,10052,2011-11-22,14,2,3,No,Bachelor,No,Gdansk
893,EMP0893,Female,48,Sales,Sales Manager,17964,2021-04-16,5,4,4,No,High School,No,Ternopil
894,EMP0894,Female,33,Marketing,Marketing Specialist,12792,2007-01-19,19,3,3,Yes,Master,Yes,Kyiv
895,EMP0895,Female,59,Marketing,Marketing Specialist,17044,2008-01-06,18,5,3,No,Bachelor,Yes,Lviv
896,EMP0896,Male,25,HR,HR Specialist,7025,2021-01-28,5,3,3,No,Master,Yes,Kyiv
897,EMP0897,Female,57,HR,HR Specialist,16529,2016-04-13,10,3,2,No,Bachelor,No,Ternopil
898,EMP0898,Male,56,Marketing,Marketing Specialist,8055,2010-04-13,16,5,1,No,High School,No,Gdansk
899,EMP0899,Male,52,HR,HR Specialist,11669,2020-04-21,6,1,3,No,Bachelor,Yes,Gdansk
900,EMP0900,Female,36,IT,Support,12943,2015-10-03,10,1,3,Yes,High School,Yes,Gdansk
901,EMP0901,Male,42,HR,HR Specialist,14064,2014-07-14,12,1,1,No,Bachelor,No,Ternopil
902,EMP0902,Male,56,HR,HR Specialist,16191,2015-01-09,11,3,4,No,Bachelor,No,Ternopil
903,EMP0903,Male,44,Operations,Coordinator,13624,2010-09-08,15,1,1,No,Bachelor,Yes,Lviv
904,EMP0904,Male,26,Sales,Sales Manager,6631,2013-04-08,13,3,5,Yes,High School,Yes,Ternopil
905,EMP0905,Male,37,Sales,Sales Rep,8895,2025-02-24,1,5,4,No,High School,Yes,Lviv
906,EMP0906,Female,30,Marketing,Marketing Specialist,15837,2023-05-27,3,5,4,No,High School,Yes,Lviv
907,EMP0907,Female,51,Marketing,Marketing Specialist,7200,2011-03-12,15,1,3,No,High School,Yes,Ternopil
908,EMP0908,Male,25,Marketing,Marketing Specialist,11603,2006-04-20,20,1,2,Yes,High School,Yes,Gdansk
909,EMP0909,Female,34,Finance,Accountant,16836,2011-06-10,15,5,5,No,Master,No,Gdansk
910,EMP0910,Male,35,Operations,Coordinator,9457,2010-06-09,16,4,4,No,High School,Yes,Gdansk
911,EMP0911,Male,40,IT,Data Analyst,17751,2017-12-27,8,5,1,No,Master,Yes,Kyiv
912,EMP0912,Female,22,IT,Data Analyst,11302,2012-04-28,14,5,4,No,Master,Yes,Kyiv
913,EMP0913,Female,53,HR,HR Specialist,10559,2020-05-14,6,5,3,Yes,Master,No,Ternopil
914,EMP0914,Female,33,Sales,Sales Rep,8316,2006-01-20,20,2,4,No,High School,No,Gdansk
915,EMP0915,Male,36,Marketing,Marketing Specialist,5319,2022-08-16,3,2,1,Yes,Bachelor,No,Lviv
916,EMP0916,Female,46,Sales,Sales Rep,9937,2018-04-07,8,1,2,No,Master,Yes,Lviv
917,EMP0917,Female,21,IT,BI Developer,5044,2006-03-09,20,2,5,No,Master,No,Lviv
918,EMP0918,Male,42,IT,BI Developer,10958,2024-05-05,2,2,1,No,Master,No,Kyiv
919,EMP0919,Male,59,IT,BI Developer,9269,2024-05-03,2,4,5,Yes,Master,Yes,Gdansk
920,EMP0920,Female,35,Sales,Sales Rep,12106,2025-10-12,0,5,2,No,Bachelor,Yes,Ternopil
921,EMP0921,Female,55,Operations,Coordinator,7716,2011-11-24,14,4,3,No,Master,Yes,Ternopil
922,EMP0922,Female,28,HR,HR Specialist,7922,2009-08-28,16,5,1,No,Master,Yes,Lviv
923,EMP0923,Female,44,HR,HR Specialist,6880,2026-03-26,0,1,2,No,High School,Yes,Ternopil
924,EMP0924,Female,43,Operations,Coordinator,8926,2010-05-05,16,4,5,No,Master,No,Lviv
925,EMP0925,Female,50,Sales,Sales Manager,12784,2007-06-02,19,3,3,Yes,Bachelor,No,Lviv
926,EMP0926,Male,40,Finance,Accountant,11476,2010-03-07,16,3,1,No,Bachelor,No,Kyiv
927,EMP0927,Male,52,IT,BI Developer,8510,2008-05-31,18,1,4,No,High School,Yes,Kyiv
928,EMP0928,Male,26,HR,HR Specialist,15185,2015-03-09,11,3,2,No,Master,Yes,Ternopil
929,EMP0929,Male,45,IT,Data Analyst,10423,2011-02-02,15,4,1,No,Master,No,Lviv
930,EMP0930,Male,33,Marketing,Marketing Specialist,7596,2015-10-09,10,2,4,No,Bachelor,No,Ternopil
931,EMP0931,Female,55,Sales,Sales Manager,6504,2007-09-16,18,4,4,Yes,Bachelor,No,Ternopil
932,EMP0932,Female,50,Marketing,Marketing Specialist,10389,2012-02-02,14,4,4,Yes,High School,Yes,Gdansk
933,EMP0933,Male,58,Sales,Sales Rep,11891,2007-03-02,19,3,2,No,High School,No,Kyiv
934,EMP0934,Male,50,Finance,Accountant,16729,2013-08-23,12,5,4,Yes,Bachelor,Yes,Ternopil
935,EMP0935,Male,39,Operations,Coordinator,12764,2015-10-01,10,4,3,Yes,Bachelor,Yes,Lviv
936,EMP0936,Male,35,Marketing,Marketing Specialist,14570,2008-11-22,17,2,3,No,High School,Yes,Gdansk
937,EMP0937,Male,30,Marketing,Marketing Specialist,13392,2023-06-26,3,1,5,Yes,Bachelor,Yes,Kyiv
938,EMP0938,Female,24,Finance,Accountant,5495,2009-12-18,16,3,4,No,Bachelor,Yes,Ternopil
939,EMP0939,Female,30,Marketing,Marketing Specialist,13923,2007-06-01,19,1,2,No,High School,Yes,Lviv
940,EMP0940,Female,39,Marketing,Marketing Specialist,14436,2010-11-30,15,1,5,No,Master,No,Gdansk
941,EMP0941,Female,30,Finance,Accountant,3958,2012-01-01,14,3,4,Yes,High School,No,Kyiv
942,EMP0942,Female,23,Marketing,Marketing Specialist,9311,2024-09-02,1,2,4,No,Master,Yes,Lviv
943,EMP0943,Female,53,HR,HR Specialist,4528,2014-08-05,11,2,2,No,High School,No,Gdansk
944,EMP0944,Female,46,Operations,Coordinator,4617,2017-08-28,8,4,4,No,High School,Yes,Ternopil
945,EMP0945,Female,58,IT,Support,13616,2015-10-04,10,4,1,Yes,Bachelor,Yes,Lviv
946,EMP0946,Female,41,Sales,Sales Rep,15950,2010-08-20,15,2,2,Yes,Bachelor,No,Gdansk
947,EMP0947,Male,23,Sales,Sales Rep,17374,2007-03-28,19,1,4,No,High School,Yes,Lviv
948,EMP0948,Male,57,HR,HR Specialist,12617,2012-01-21,14,2,2,No,Master,No,Ternopil
949,EMP0949,Male,26,IT,Data Analyst,13037,2020-12-20,5,1,1,No,Bachelor,Yes,Kyiv
950,EMP0950,Male,42,HR,HR Specialist,6536,2007-10-28,18,5,4,No,Bachelor,No,Ternopil
951,EMP0951,Female,45,HR,HR Specialist,17819,2023-12-18,2,1,5,Yes,Bachelor,No,Kyiv
952,EMP0952,Female,22,Sales,Sales Manager,7170,2019-07-05,7,3,3,No,High School,No,Kyiv
953,EMP0953,Male,54,IT,BI Developer,13514,2023-10-30,2,5,3,No,High School,Yes,Kyiv
954,EMP0954,Male,23,Marketing,Marketing Specialist,9038,2017-08-31,8,4,3,No,Master,Yes,Lviv
955,EMP0955,Male,36,IT,Support,11586,2015-08-27,10,1,5,No,High School,Yes,Ternopil
956,EMP0956,Male,56,Sales,Sales Manager,11344,2006-09-24,19,2,3,Yes,Bachelor,Yes,Gdansk
957,EMP0957,Female,51,Marketing,Marketing Specialist,8471,2006-02-05,20,2,1,Yes,Bachelor,Yes,Gdansk
958,EMP0958,Male,45,Operations,Coordinator,16044,2008-11-29,17,4,2,No,High School,No,Lviv
959,EMP0959,Female,43,Sales,Sales Manager,6672,2022-09-18,3,3,4,Yes,Bachelor,Yes,Kyiv
960,EMP0960,Male,21,Marketing,Marketing Specialist,17807,2019-01-01,7,2,1,Yes,Bachelor,Yes,Gdansk
961,EMP0961,Female,59,IT,BI Developer,14234,2025-02-19,1,2,3,No,High School,No,Gdansk
962,EMP0962,Female,55,Operations,Coordinator,6872,2024-06-20,2,4,3,No,Master,No,Ternopil
963,EMP0963,Female,41,Marketing,Marketing Specialist,14932,2006-03-31,20,5,5,Yes,Bachelor,No,Gdansk
964,EMP0964,Male,29,Operations,Coordinator,17285,2018-06-21,8,5,2,No,High School,Yes,Kyiv
965,EMP0965,Female,50,HR,HR Specialist,5371,2025-03-31,1,1,4,Yes,Master,No,Gdansk
966,EMP0966,Female,52,HR,HR Specialist,3808,2025-03-09,1,4,4,No,Bachelor,Yes,Lviv
967,EMP0967,Male,40,Finance,Accountant,4012,2012-11-02,13,5,3,Yes,High School,No,Ternopil
968,EMP0968,Female,48,Marketing,Marketing Specialist,16322,2026-02-05,0,1,1,No,Master,No,Gdansk
969,EMP0969,Female,36,Finance,Financial Analyst,5660,2021-01-16,5,1,3,No,Bachelor,Yes,Ternopil
970,EMP0970,Female,44,HR,HR Specialist,7903,2024-09-17,1,3,5,Yes,Bachelor,No,Ternopil
971,EMP0971,Male,49,HR,HR Specialist,3645,2011-12-09,14,4,1,No,Master,Yes,Gdansk
972,EMP0972,Female,25,Sales,Sales Rep,10716,2017-09-22,8,2,3,No,Master,No,Lviv
973,EMP0973,Male,35,IT,Support,5375,2021-05-16,5,1,2,No,Master,No,Kyiv
974,EMP0974,Female,22,Marketing,Marketing Specialist,14614,2025-03-19,1,3,5,Yes,High School,Yes,Ternopil
975,EMP0975,Male,53,Sales,Sales Rep,4768,2009-12-18,16,2,2,No,High School,No,Gdansk
976,EMP0976,Male,41,Sales,Sales Manager,13444,2017-05-19,9,3,3,No,High School,No,Gdansk
977,EMP0977,Male,39,HR,HR Specialist,5958,2021-01-23,5,5,1,Yes,High School,Yes,Ternopil
978,EMP0978,Male,30,Marketing,Marketing Specialist,9743,2020-01-19,6,1,1,No,High School,No,Kyiv
979,EMP0979,Female,41,Marketing,Marketing Specialist,7910,2006-12-05,19,2,5,No,Bachelor,No,Lviv
980,EMP0980,Male,36,HR,HR Specialist,10791,2012-02-22,14,4,3,Yes,Master,Yes,Ternopil
981,EMP0981,Female,47,Operations,Coordinator,7264,2007-04-08,19,5,2,No,Bachelor,No,Lviv
982,EMP0982,Female,28,Marketing,Marketing Specialist,4835,2017-02-07,9,4,4,No,Bachelor,No,Lviv
983,EMP0983,Male,47,IT,BI Developer,7815,2026-05-05,0,5,4,Yes,Bachelor,Yes,Gdansk
984,EMP0984,Female,48,Sales,Sales Rep,9305,2024-05-23,2,2,4,No,Bachelor,No,Kyiv
985,EMP0985,Male,23,HR,HR Specialist,4708,2007-09-26,18,3,4,No,High School,No,Gdansk
986,EMP0986,Male,30,HR,HR Specialist,3627,2022-04-28,4,5,5,No,High School,No,Gdansk
987,EMP0987,Female,27,HR,HR Specialist,7305,2020-11-12,5,3,4,No,Bachelor,No,Ternopil
988,EMP0988,Male,23,HR,HR Specialist,16836,2016-05-01,10,2,4,No,Master,No,Kyiv
989,EMP0989,Female,38,HR,HR Specialist,11473,2021-05-31,5,4,2,No,Master,No,Kyiv
990,EMP0990,Male,34,IT,Support,12546,2018-05-20,8,5,2,Yes,High School,Yes,Lviv
991,EMP0991,Male,39,Sales,Sales Manager,12857,2026-01-21,0,4,4,No,Bachelor,No,Ternopil
992,EMP0992,Female,37,Sales,Sales Rep,4923,2011-12-24,14,2,3,Yes,Master,Yes,Lviv
993,EMP0993,Female,38,Operations,Coordinator,10929,2016-05-12,10,5,1,No,Bachelor,No,Kyiv
994,EMP0994,Male,21,Operations,Coordinator,7529,2019-10-19,6,2,5,No,Bachelor,Yes,Ternopil
995,EMP0995,Female,39,Finance,Accountant,5659,2011-04-29,15,2,1,No,High School,Yes,Kyiv
996,EMP0996,Male,32,Finance,Accountant,4135,2010-10-21,15,4,3,No,Master,Yes,Ternopil
997,EMP0997,Female,52,Finance,Accountant,11531,2017-04-04,9,4,5,No,High School,No,Ternopil
998,EMP0998,Female,49,Sales,Sales Rep,8831,2023-03-05,3,2,4,Yes,Bachelor,No,Ternopil
999,EMP0999,Female,29,Operations,Coordinator,16176,2014-08-10,11,4,4,No,Master,Yes,Kyiv
1000,EMP1000,Female,24,HR,HR Specialist,12712,2010-04-14,16,3,3,No,Master,No,Gdansk
